t,pi_min,seed,strategy,n_labels,macro_f1,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5
0.0,0.02,0,margin,588,0.7825815092461862,0.9215513442044954,0.8308658591296546,0.8474945533769063,0.895774647887324,0.728538283062645,0.47126436781609193
0.0,0.02,0,margin,618,0.7884933967088078,0.9222638185421713,0.8310049571879224,0.8491379310344828,0.906030855539972,0.7429906542056075,0.47953216374269003
0.0,0.02,0,margin,648,0.7900893187728077,0.9222295659836969,0.8295761947700632,0.853763440860215,0.9019607843137255,0.7390300230946882,0.4939759036144578
0.0,0.02,0,margin,678,0.7929489329325916,0.9233809001097695,0.8306159420289855,0.854389721627409,0.9070422535211268,0.7453703703703703,0.4968944099378882
0.0,0.02,0,margin,708,0.7895803299238139,0.9224346297517029,0.8272440234551195,0.8516129032258064,0.9057665260196905,0.7365967365967366,0.49382716049382713
0.0,0.02,0,margin,738,0.795699111638247,0.9231444883618797,0.8298642533936652,0.8556034482758621,0.9108635097493036,0.7458432304038005,0.5088757396449705
0.0,0.02,0,margin,768,0.7900625882944258,0.9219951658976049,0.8294889190411578,0.8577586206896551,0.9128630705394191,0.7363420427553444,0.4819277108433735
0.0,0.02,1,random,18,0.4045212785287715,0.5728823705477402,0.46838025295797636,0.6351351351351351,0.41917502787068006,0.1471861471861472,0.1843687374749499
0.0,0.02,1,random,48,0.5165175233107872,0.8315789473684211,0.6821777570963239,0.7109634551495017,0.40870616686819833,0.23965141612200436,0.22602739726027396
0.0,0.02,1,random,78,0.5711486548652412,0.8599763872491145,0.7967741935483871,0.7136150234741784,0.4947089947089947,0.31381733021077285,0.248
0.0,0.02,1,random,108,0.5878788474018538,0.8802619270346118,0.786346396965866,0.6889952153110048,0.6305170239596469,0.25728155339805825,0.2838709677419355
0.0,0.02,1,random,138,0.6096964115361233,0.8798133022170361,0.8260325406758448,0.6994152046783626,0.6090225563909775,0.36220472440944884,0.28169014084507044
0.0,0.02,1,random,168,0.6589004206481336,0.9299391754899752,0.8393694077545804,0.7697441601779755,0.6928675400291121,0.3854166666666667,0.3360655737704918
0.0,0.02,1,random,198,0.6905257071337806,0.9278954484001802,0.8542931483087598,0.7765486725663717,0.6863033873343152,0.5253863134657837,0.37272727272727274
0.0,0.02,1,random,228,0.6931188681989232,0.9287996348699225,0.8523316062176166,0.7636363636363637,0.7192982456140351,0.5162689804772235,0.3783783783783784
0.0,0.02,1,random,258,0.7227700183338986,0.9360254083484574,0.8688879273041973,0.7914798206278026,0.739568345323741,0.602510460251046,0.39814814814814814
0.0,0.02,1,random,288,0.7341064551145368,0.9404063205417608,0.8666666666666667,0.8097345132743363,0.7178729689807977,0.5914893617021276,0.4784688995215311
0.0,0.02,1,random,318,0.7413740504311517,0.9453405017921147,0.8667820069204152,0.8253275109170306,0.7225433526011561,0.5933014354066986,0.494949494949495
0.0,0.02,1,random,348,0.7351804208635256,0.941970310391363,0.8639455782312925,0.8202866593164277,0.7346938775510204,0.5749385749385749,0.4752475247524752
0.0,0.02,1,random,378,0.7352375693075005,0.9486836233824185,0.86377309840997,0.8160535117056856,0.7208271787296898,0.5990338164251208,0.4630541871921182
0.0,0.02,1,random,408,0.7389319430010609,0.9509738079247817,0.8685466377440347,0.8141592920353983,0.7245949926362297,0.6308724832214765,0.4444444444444444
0.0,0.02,1,random,438,0.735055629494353,0.9518045281327057,0.8711762171477812,0.8097886540600667,0.7261904761904762,0.6157303370786517,0.43564356435643564
0.0,0.02,1,random,468,0.7412746659732027,0.9513997760358343,0.8731537793223284,0.8106312292358804,0.7309941520467836,0.6337078651685393,0.44776119402985076
0.0,0.02,1,random,498,0.7502012763757153,0.9563474387527839,0.8745644599303136,0.8244274809160306,0.725925925925926,0.6276346604215457,0.49230769230769234
0.0,0.02,1,random,528,0.7519866679674644,0.956366874443455,0.8813559322033898,0.8185840707964602,0.7261904761904762,0.641860465116279,0.48756218905472637
0.0,0.02,1,random,558,0.7540701312832122,0.9561540173603383,0.8814298169136879,0.8171806167400881,0.725111441307578,0.6420323325635104,0.5025125628140703
0.0,0.02,1,random,588,0.758815834260492,0.9589285714285715,0.8870547350130321,0.8206820682068207,0.7240356083086054,0.6773455377574371,0.48484848484848486
0.0,0.02,1,random,618,0.7590997757329809,0.9570251614339791,0.8815331010452961,0.8220994475138121,0.7307692307692307,0.6758620689655173,0.4873096446700508
0.0,0.02,1,random,648,0.7593812804297552,0.955456570155902,0.8774531181857829,0.8227571115973742,0.7286135693215339,0.6928406466512702,0.4791666666666667
0.0,0.02,1,random,678,0.7637813658739767,0.9575083426028921,0.8812227074235808,0.8324205914567361,0.7326440177252584,0.6993006993006993,0.47959183673469385
0.0,0.02,1,random,708,0.7621260811168439,0.9563474387527839,0.8775153105861767,0.8370044052863436,0.7342143906020558,0.680365296803653,0.4873096446700508
0.0,0.02,1,random,738,0.7648527874699215,0.9575272403824772,0.8830486202365309,0.8316831683168316,0.7432835820895523,0.6890380313199105,0.4845360824742268
0.0,0.02,1,random,768,0.7634699283971892,0.9568505338078291,0.8897569444444444,0.8317046688382194,0.7355623100303952,0.6882217090069284,0.4787234042553192
0.0,0.02,1,margin,18,0.4045212785287715,0.5728823705477402,0.46838025295797636,0.6351351351351351,0.41917502787068006,0.1471861471861472,0.1843687374749499
0.0,0.02,1,margin,48,0.5918899056968059,0.8903823870220162,0.7068466730954677,0.743109151047409,0.5938748335552596,0.3314121037463977,0.2857142857142857
0.0,0.02,1,margin,78,0.6462480357355075,0.9272321428571428,0.7569141193595342,0.7771428571428571,0.6454891994917408,0.4602076124567474,0.3105022831050228
0.0,0.02,1,margin,108,0.7016635043942255,0.9300884955752212,0.8312869486130059,0.8096885813148789,0.6562905317769131,0.5263157894736842,0.4563106796116505
0.0,0.02,1,margin,138,0.7092128531468912,0.9384073911130665,0.8514760147601476,0.8117913832199547,0.682741116751269,0.6415929203539823,0.32926829268292684
0.0,0.02,1,margin,168,0.7361992227244377,0.9450307827616534,0.8785388127853881,0.8232611174458381,0.717391304347826,0.7074235807860262,0.34554973821989526
0.0,0.02,1,margin,198,0.7402804267578681,0.945910290237467,0.8805429864253393,0.8275084554678692,0.7178082191780822,0.6921348314606741,0.37777777777777777
0.0,0.02,1,margin,228,0.7469956202668869,0.9453827593770564,0.8745454545454545,0.8357221609702316,0.7188811188811188,0.7029478458049887,0.4044943820224719
0.0,0.02,1,margin,258,0.7488823756997376,0.9445656918376255,0.8738574040219378,0.8392070484581498,0.7282913165266106,0.6962616822429907,0.4111111111111111
0.0,0.02,1,margin,288,0.751829868255626,0.9450021824530772,0.8706739526411658,0.8448844884488449,0.7114285714285714,0.7185354691075515,0.42045454545454547
0.0,0.02,1,margin,318,0.7458448086772056,0.9452954048140044,0.877541798463624,0.8467475192943771,0.7173601147776184,0.7181818181818181,0.3699421965317919
0.0,0.02,1,margin,348,0.7537731651789871,0.9458689458689459,0.8858038513210927,0.8390677025527192,0.7343976777939042,0.7289293849658315,0.38857142857142857
0.0,0.02,1,margin,378,0.7554325156166319,0.9479921000658328,0.8887892376681614,0.8468271334792122,0.7380607814761215,0.738255033557047,0.37267080745341613
0.0,0.02,1,margin,408,0.7544765583996605,0.9490333919156415,0.8887896382313533,0.8426724137931034,0.7540500736377025,0.7252252252252253,0.3670886075949367
0.0,0.02,1,margin,438,0.764608289790202,0.9501427630133977,0.8899821109123435,0.8491379310344828,0.7514792899408284,0.7297297297297297,0.4171779141104294
0.0,0.02,1,margin,468,0.7674729191401958,0.9507692307692308,0.889284126278346,0.8527808069792803,0.7547723935389133,0.7425968109339408,0.4146341463414634
0.0,0.02,1,margin,498,0.772028280373513,0.952339117065671,0.8899777282850779,0.8562019758507134,0.7603550295857988,0.7354260089686099,0.4378698224852071
0.0,0.02,1,margin,528,0.7673774478185599,0.9534065934065934,0.8876055086628165,0.849615806805708,0.757396449704142,0.7370786516853932,0.41916167664670656
0.0,0.02,1,margin,558,0.7660714216013585,0.953656929497035,0.8853333333333333,0.8524945770065075,0.7525925925925926,0.7402298850574712,0.4121212121212121
0.0,0.02,1,margin,588,0.766904969042626,0.954076027246759,0.8890852850198852,0.8530701754385965,0.7570789865871833,0.7334851936218679,0.4146341463414634
0.0,0.02,1,margin,618,0.7741412551004204,0.9534065934065934,0.8900709219858156,0.8558951965065502,0.7589285714285714,0.7368421052631579,0.44970414201183434
0.0,0.02,1,margin,648,0.766046443258066,0.9534934979061054,0.8892809880899868,0.8537117903930131,0.7492537313432835,0.7313769751693002,0.41916167664670656
0.0,0.02,1,margin,678,0.7703591011165911,0.9543751377562266,0.8891832229580574,0.8577728776185226,0.7503692762186115,0.7325842696629213,0.4378698224852071
0.0,0.02,1,margin,708,0.7620717524658768,0.9549668874172186,0.8895732512098549,0.8505997818974919,0.7459138187221397,0.7387387387387387,0.39263803680981596
0.0,0.02,1,margin,738,0.7650773175730228,0.9553886925795053,0.8884007029876977,0.8442982456140351,0.7485207100591716,0.7346938775510204,0.41916167664670656
0.0,0.02,1,margin,768,0.7633495113332223,0.9555997349237906,0.8895705521472392,0.847084708470847,0.7455621301775148,0.7301587301587301,0.4121212121212121
0.0,0.02,2,random,18,0.37186639712081293,0.6950614058008884,0.5620188195038495,0.16589861751152074,0.391304347826087,0.1806282722513089,0.23628691983122363
0.0,0.02,2,random,48,0.49262721557703243,0.8047968021319121,0.6924315619967794,0.5420560747663551,0.34210526315789475,0.33753148614609574,0.23684210526315788
0.0,0.02,2,random,78,0.5526665683891608,0.863400316098442,0.7018150388936906,0.6928499496475328,0.46865671641791046,0.4195804195804196,0.1696969696969697
0.0,0.02,2,random,108,0.5718414874566352,0.8643331045527339,0.7273500638026372,0.7250996015936255,0.456973293768546,0.5066079295154186,0.1506849315068493
0.0,0.02,2,random,138,0.60087152846888,0.872768361581921,0.7745919717688575,0.7387914230019493,0.4633781763826607,0.6118143459915611,0.14388489208633093
0.0,0.02,2,random,168,0.6418243642982134,0.875,0.779896013864818,0.8012752391073327,0.4570596797671033,0.6133909287257019,0.32432432432432434
0.0,0.02,2,random,198,0.6690482425165643,0.883098916301591,0.7962962962962963,0.8347639484978541,0.5244072524407253,0.6387665198237885,0.33695652173913043
0.0,0.02,2,random,228,0.6768168314207491,0.8770322876116327,0.7936241610738255,0.8296943231441049,0.5489655172413793,0.64,0.37158469945355194
0.0,0.02,2,random,258,0.6688176947189614,0.8734321550741163,0.8052497883149873,0.8138238573021181,0.5406896551724137,0.6280623608017817,0.3516483516483517
0.0,0.02,2,random,288,0.6856796825933954,0.8768986624348221,0.8034188034188035,0.8406779661016949,0.5373134328358209,0.625,0.4307692307692308
0.0,0.02,2,random,318,0.6889847437654848,0.8793879387938794,0.8048463868455215,0.8312570781426953,0.5535465924895688,0.64,0.42487046632124353
0.0,0.02,2,random,348,0.6943029664752348,0.8834628190899001,0.8051372896368467,0.8431818181818181,0.5742024965325936,0.648068669527897,0.4117647058823529
0.0,0.02,2,random,378,0.688715018976262,0.88126531521497,0.8072024593763725,0.8314350797266514,0.5714285714285714,0.6181015452538632,0.4228571428571429
0.0,0.02,2,random,408,0.6859668939659596,0.8808567603748326,0.8136185072020952,0.8237986270022883,0.5671232876712329,0.6327433628318584,0.39766081871345027
0.0,0.02,2,random,438,0.6841671695392041,0.883053839364519,0.8061269146608315,0.819634703196347,0.5816023738872403,0.6263498920086393,0.38823529411764707
0.0,0.02,2,random,468,0.7119792584896462,0.8873177198409191,0.8175499565595135,0.8266360505166476,0.588957055214724,0.6434782608695652,0.5079365079365079
0.0,0.02,2,random,498,0.7103548963550005,0.8872711228766821,0.8144640551011623,0.831981460023175,0.5819295558958653,0.6325167037861915,0.5139664804469274
0.0,0.02,2,random,528,0.7162744773012785,0.8943270300333704,0.8140832975525977,0.8441410693970421,0.6074074074074074,0.6292134831460674,0.5084745762711864
0.0,0.02,2,random,558,0.7205224736484505,0.8947368421052632,0.811044003451251,0.8437856328392246,0.6103703703703703,0.6419213973799127,0.5212765957446809
0.0,0.02,2,random,588,0.7173568641051927,0.8931909212283045,0.8117697966248377,0.8437856328392246,0.5961820851688693,0.6535947712418301,0.5056179775280899
0.0,0.02,2,random,618,0.722578650581409,0.895949876929962,0.8167675021607606,0.8625698324022346,0.604992657856094,0.6578947368421053,0.4972972972972973
0.0,0.02,2,random,648,0.7334792247898981,0.8984861976847729,0.8217652099400171,0.8555431131019037,0.6077519379844961,0.6510638297872341,0.5662650602409639
0.0,0.02,2,random,678,0.7337754275097397,0.8970555678547709,0.8231759656652361,0.8615725359911407,0.5844155844155844,0.6581196581196581,0.5783132530120482
0.0,0.02,2,random,708,0.7403829477712153,0.8984478935698448,0.8301240907145914,0.867178924259056,0.6095238095238096,0.6726057906458798,0.5644171779141104
0.0,0.02,2,random,738,0.7509069932625025,0.8997338065661047,0.8341151385927505,0.8693743139407245,0.6022187004754358,0.6818181818181818,0.6181818181818182
0.0,0.02,2,random,768,0.7483582163443304,0.9003542958370239,0.8360375747224594,0.8744493392070485,0.6019108280254777,0.6940639269406392,0.5833333333333334
0.0,0.02,2,margin,18,0.37186639712081293,0.6950614058008884,0.5620188195038495,0.16589861751152074,0.391304347826087,0.1806282722513089,0.23628691983122363
0.0,0.02,2,margin,48,0.4110679851583862,0.7465707218349449,0.5752009184845006,0.14232209737827714,0.19638242894056848,0.4326923076923077,0.3732394366197183
0.0,0.02,2,margin,78,0.5352176733306151,0.8276734866062012,0.7128412537917088,0.38613861386138615,0.3319946452476573,0.5382436260623229,0.4144144144144144
0.0,0.02,2,margin,108,0.6202881627947576,0.8627872020614129,0.7826871055004508,0.584573748308525,0.38146167557932265,0.6216696269982238,0.48854961832061067
0.0,0.02,2,margin,138,0.6448103848082624,0.8658064516129033,0.7752707581227437,0.7061790668348046,0.36140350877192984,0.6210720887245841,0.5391304347826087
0.0,0.02,2,margin,168,0.6703737406198881,0.870891514500537,0.7966841186736475,0.7965260545905707,0.36330935251798563,0.6247379454926625,0.5700934579439252
0.0,0.02,2,margin,198,0.6914633979686199,0.8769867189200958,0.7938053097345132,0.8199767711962834,0.4196277495769882,0.6383838383838384,0.6
0.0,0.02,2,margin,228,0.700336016060484,0.8771084337349397,0.799645390070922,0.825938566552901,0.4512,0.6335403726708074,0.6145833333333334
0.0,0.02,2,margin,258,0.6988785007445832,0.8749728201782996,0.8060097216084843,0.8294392523364486,0.4473684210526316,0.6365503080082136,0.5989304812834224
0.0,0.02,2,margin,288,0.711981263752307,0.8767003071522598,0.8026431718061674,0.8433179723502304,0.49044585987261147,0.6527196652719666,0.6060606060606061
0.0,0.02,2,margin,318,0.7146413911228849,0.876429199648197,0.8108581436077058,0.8486238532110092,0.4834123222748815,0.6396588486140725,0.6288659793814433
0.0,0.02,2,margin,348,0.723638590003933,0.8830939226519336,0.8080454744206383,0.8522727272727273,0.4857142857142857,0.6528066528066528,0.6598984771573604
0.0,0.02,2,margin,378,0.7222937729293731,0.8844109831709478,0.8172786177105832,0.8552036199095022,0.4864,0.6526315789473685,0.6378378378378379
0.0,0.02,2,margin,408,0.730404349848366,0.8863686902379364,0.8182984181274049,0.8664421997755332,0.5023547880690737,0.6535947712418301,0.655367231638418
0.0,0.02,2,margin,438,0.7427174332478891,0.8914798206278027,0.8212765957446808,0.8747203579418344,0.5457317073170732,0.6637554585152838,0.6593406593406593
0.0,0.02,2,margin,468,0.7472706870616772,0.8927770300583221,0.8267347807577693,0.8747203579418344,0.5474006116207951,0.6753246753246753,0.6666666666666666
0.0,0.02,2,margin,498,0.7417284007376499,0.8910270754083688,0.8314893617021276,0.8772321428571429,0.5304212168486739,0.6909871244635193,0.6292134831460674
0.0,0.02,2,margin,528,0.7383400448559588,0.89181940098346,0.8334742180896028,0.877665544332211,0.5264797507788161,0.6799116997792495,0.6206896551724138
0.0,0.02,2,margin,558,0.7359414589536543,0.8904783191774698,0.8301404853128991,0.8752783964365256,0.5341614906832298,0.691304347826087,0.5942857142857143
0.0,0.02,2,margin,588,0.7411439323727979,0.8921152557516194,0.8331210191082803,0.8762541806020067,0.5408805031446541,0.6943231441048034,0.6101694915254238
0.0,0.02,2,margin,618,0.743369202011097,0.8926654740608229,0.8350340136054422,0.8756998880179171,0.5356037151702786,0.6926406926406926,0.6285714285714286
0.0,0.02,2,margin,648,0.7499574464447218,0.8954555630176853,0.8353997434801197,0.8759776536312849,0.5705614567526556,0.6980728051391863,0.6242774566473989
0.0,0.02,2,margin,678,0.7500337817369505,0.8962264150943396,0.8329092451229856,0.8754208754208754,0.5757121439280359,0.6840958605664488,0.6358381502890174
0.0,0.02,2,margin,708,0.7574419957627905,0.8985181859003143,0.8365180467091295,0.874439461883408,0.583963691376702,0.6997840172786177,0.6514285714285715
0.0,0.02,2,margin,738,0.7586662746823644,0.8970786516853932,0.8409475465313029,0.8814317673378076,0.5714285714285714,0.706140350877193,0.6549707602339181
0.0,0.02,2,margin,768,0.7631955046604738,0.8980418636056718,0.8418821534548537,0.8819599109131403,0.5757121439280359,0.7071583514099783,0.6744186046511628
0.0,0.02,3,random,18,0.4291317291599479,0.4269805917912822,0.5958934032328528,0.64947245017585,0.5228758169934641,0.2672292545710267,0.11233885819521179
0.0,0.02,3,random,48,0.5364138466994389,0.8341126697840124,0.6892488954344624,0.7634660421545667,0.5081351689612015,0.2794759825327511,0.1440443213296399
0.0,0.02,3,random,78,0.5934149326526451,0.8700288824705621,0.6906338694418165,0.7809307604994324,0.5574912891986062,0.36097560975609755,0.30042918454935624
0.0,0.02,3,random,108,0.5983034986164572,0.8655126498002663,0.7100371747211895,0.7674661105318039,0.6063829787234043,0.36363636363636365,0.2767857142857143
0.0,0.02,3,random,138,0.6362881052702227,0.8849868305531168,0.7382246376811594,0.8142201834862385,0.6524633821571239,0.45901639344262296,0.26881720430107525
0.0,0.02,3,random,168,0.6550870392023695,0.8894220283533261,0.7543698252069917,0.821917808219178,0.686092715231788,0.4897025171624714,0.28901734104046245
0.0,0.02,3,random,198,0.6813464448437635,0.8943850267379679,0.7600907029478458,0.8435689455388181,0.7023498694516971,0.5319148936170213,0.3557692307692308
0.0,0.02,3,random,228,0.6985239077305581,0.9046679815910585,0.7708719851576994,0.8528735632183908,0.711340206185567,0.5303370786516854,0.42105263157894735
0.0,0.02,3,random,258,0.6971000901199776,0.9094084261078367,0.775092936802974,0.859465737514518,0.6929133858267716,0.537117903930131,0.40860215053763443
0.0,0.02,3,random,288,0.7138103413050859,0.9081410535481063,0.8022079116835327,0.8820861678004536,0.7346368715083799,0.5791666666666667,0.37662337662337664
0.0,0.02,3,random,318,0.7226977992862692,0.9072210065645514,0.8016643550624133,0.890888638920135,0.745578231292517,0.5762004175365344,0.4146341463414634
0.0,0.02,3,random,348,0.7335199618462008,0.9148523388661349,0.8211116300794021,0.9147982062780269,0.7517337031900139,0.5960264900662252,0.4025974025974026
0.0,0.02,3,random,378,0.746511363781215,0.915944540727903,0.8295401764979099,0.916013437849944,0.7648648648648648,0.6139954853273137,0.43870967741935485
0.0,0.02,3,random,408,0.7360273798144376,0.9152834662642811,0.8221601489757915,0.9149888143176734,0.7523939808481532,0.5759637188208617,0.43537414965986393
0.0,0.02,3,random,438,0.7471535521628968,0.9160536564257897,0.823199251637044,0.9086908690869087,0.7694406548431105,0.6258205689277899,0.4397163120567376
0.0,0.02,3,random,468,0.752026234711033,0.9146551724137931,0.827490774907749,0.9154774972557629,0.75,0.6150234741784038,0.48951048951048953
0.0,0.02,3,random,498,0.7478852404068449,0.9165408669398318,0.825619448340346,0.9005464480874317,0.7393103448275862,0.6230248306997742,0.48226950354609927
0.0,0.02,3,random,528,0.7508561420118042,0.9170626349892008,0.8300653594771242,0.9086908690869087,0.7434842249657064,0.6442953020134228,0.46153846153846156
0.0,0.02,3,random,558,0.759691961083611,0.9223509223509223,0.8446738620366026,0.9104972375690608,0.7486033519553073,0.6531531531531531,0.4788732394366197
0.0,0.02,3,random,588,0.7593683595737452,0.9265779304422499,0.8428974600188147,0.9128996692392503,0.7545076282940361,0.636568848758465,0.4827586206896552
0.0,0.02,3,random,618,0.758819279211484,0.9273623312620527,0.8457943925233645,0.9130913091309131,0.7549857549857549,0.6255707762557078,0.4861111111111111
0.0,0.02,3,random,648,0.7617230669809922,0.9286021505376344,0.8450046685340803,0.9170305676855895,0.7637906647807637,0.6192660550458715,0.4966442953020134
0.0,0.02,3,random,678,0.7676642675119859,0.9289242001288384,0.8496732026143791,0.9224043715846995,0.7746478873239436,0.616822429906542,0.5135135135135135
0.0,0.02,3,random,708,0.7652829922830214,0.9303525365434222,0.8498134328358209,0.9213973799126638,0.7782426778242678,0.6084905660377359,0.5034013605442177
0.0,0.02,3,random,738,0.765593510784948,0.9328454584588893,0.8543599257884972,0.9281045751633987,0.7798036465638148,0.6018957345971564,0.496551724137931
