t,pi_min,seed,rare_class,rand_f1_b150,margin_f1_b150,gap_b150,rand_f1_b300,margin_f1_b300,gap_b300,rand_f1_b450,margin_f1_b450,gap_b450
0.5333333333333333,0.09822222222222222,2,5,0.4884080370942813,0.6733416770963705,0.18493364000208917,0.7353689567430025,0.741190765492102,0.005821808749099544,0.7558282208588957,0.7829181494661922,0.027089928607296532
0.5333333333333333,0.09822222222222222,3,5,0.5475638051044084,0.6534883720930232,0.10592456698861485,0.6529032258064517,0.6892778993435449,0.03637467353709323,0.6666666666666666,0.7057522123893806,0.039085545722713944
0.5333333333333333,0.09822222222222222,4,5,0.5759312320916905,0.7051442910915935,0.12921305899990299,0.6884422110552764,0.772782503037667,0.08434029198239068,0.7461928934010152,0.778998778998779,0.03280588559776376
0.6,0.10799999999999998,0,5,0.6743075453677173,0.6551373346897253,-0.01917021067799196,0.7259858442871587,0.6612149532710281,-0.06477089101613065,0.7221644120707597,0.70874861572536,-0.013415796345399689
0.6,0.10799999999999998,1,5,0.6063829787234043,0.5310734463276836,-0.07530953239572069,0.6007984031936128,0.6018735362997658,0.0010751331061530367,0.6419753086419753,0.6266968325791855,-0.015278476062789759
0.6,0.10799999999999998,2,5,0.7086294416243655,0.7267144319344934,0.01808499031012789,0.7497425334706488,0.8241639697950378,0.07442143632438902,0.7372793354101765,0.8156182212581344,0.0783388858479579
0.6,0.10799999999999998,3,5,0.661319073083779,0.48854961832061067,-0.17276945476316835,0.7127659574468085,0.5502645502645502,-0.16250140718225825,0.7461139896373057,0.5506072874493927,-0.195506702187913
0.6,0.10799999999999998,4,5,0.7108307045215563,0.6063829787234043,-0.10444772579815198,0.7423117709437964,0.6938300349243306,-0.048481736019465815,0.7626050420168067,0.7539863325740319,-0.008618709442774763
0.6666666666666666,0.11777777777777777,0,5,0.6827852998065764,0.717948717948718,0.03516341814214152,0.6978557504873294,0.7090367428003972,0.011180992313067795,0.6986986986986987,0.723152709359606,0.024454010660907244
0.6666666666666666,0.11777777777777777,1,5,0.5080731969860065,0.6441717791411042,0.13609858215509774,0.6445396145610278,0.6884210526315789,0.043881438070551115,0.6673407482305359,0.6948453608247422,0.027504612594206335
0.6666666666666666,0.11777777777777777,2,5,0.7109879963065558,0.781042654028436,0.07005465772188013,0.7367441860465116,0.7921951219512195,0.055450935904707954,0.7321258341277407,0.8248031496062992,0.09267731547855851
0.6666666666666666,0.11777777777777777,3,5,0.691914022517912,0.7034764826175869,0.011562460099674876,0.6769865841073271,0.7339268051434223,0.056940221036095195,0.7349397590361446,0.7430830039525692,0.008143244916424597
0.6666666666666666,0.11777777777777777,4,5,0.6306465899025686,0.6841552990556139,0.053508709153045286,0.744954128440367,0.7704752275025278,0.025521099062160824,0.7377201112140871,0.7824310520939735,0.04471094087988636
0.7333333333333333,0.12755555555555556,0,5,0.6661237785016286,0.7052722558340536,0.03914847733242499,0.6835222319093287,0.7337488869100623,0.050226655000733644,0.6988352745424293,0.7368421052631579,0.038006830720728524
0.7333333333333333,0.12755555555555556,1,5,0.590009425070688,0.5826612903225806,-0.00734813474810736,0.6672897196261682,0.663023679417122,-0.004266040209046196,0.6803355079217148,0.6785714285714286,-0.0017640793502862184
0.7333333333333333,0.12755555555555556,2,5,0.5935696619950536,0.762301918265221,0.1687322562701674,0.7538322813345356,0.8216503992901508,0.06781811795561521,0.7854039965247611,0.8105263157894737,0.025122319264712534
0.7333333333333333,0.12755555555555556,3,5,0.5970409051348999,0.6855059252506837,0.08846502011578372,0.7337380745880312,0.7139061116031886,-0.019831962984842577,0.7265917602996255,0.743455497382199,0.016863737082573493
0.7333333333333333,0.12755555555555556,4,5,0.5350172215843858,0.7518939393939394,0.21687671780955364,0.7212178877259753,0.7821969696969697,0.06097908197099444,0.7663734115347018,0.7908675799086758,0.024494168373974
0.8,0.13733333333333336,0,5,0.6504559270516718,0.6362068965517241,-0.014249030499947635,0.6721433905899925,0.6963216424294268,0.02417825183943434,0.7026194144838213,0.7132867132867133,0.010667298802892078
0.8,0.13733333333333336,1,5,0.6536731634182908,0.5953488372093023,-0.05832432620898853,0.6886792452830188,0.6637478108581436,-0.02493143442487522,0.702572347266881,0.6864910790144435,-0.016081268252437497
0.8,0.13733333333333336,2,5,0.696608615948671,0.7546330615270571,0.05802444557838615,0.7950116913484022,0.8308651597817615,0.03585346843335924,0.8147527242246437,0.8440514469453376,0.029298722720693893
0.8,0.13733333333333336,3,5,0.6901639344262295,0.6894360603653693,-0.0007278740608601675,0.715625,0.7063555913113435,-0.009269408688656444,0.7311475409836066,0.7385826771653543,0.007435136181747737
0.8,0.13733333333333336,4,5,0.676056338028169,0.7260909935004642,0.05003465547229524,0.7746358183376179,0.7696335078534031,-0.005002310484214734,0.7780590717299578,0.795551753635586,0.017492681905628138
0.8666666666666667,0.14711111111111114,0,5,0.5845539280958721,0.6753246753246753,0.09077074722880318,0.7155240346729709,0.7137433561123766,-0.0017806785605942732,0.7359375,0.7310126582278481,-0.004924841772151911
0.8666666666666667,0.14711111111111114,1,5,0.5718875502008032,0.6862464183381088,0.11435886813730567,0.641914191419142,0.7115097159940209,0.06959552457487894,0.6558177379983726,0.7162162162162162,0.06039847821784361
0.8666666666666667,0.14711111111111114,2,5,0.7632999228989977,0.8402282453637661,0.07692832246476833,0.8078889700511322,0.8288690476190477,0.020980077567915423,0.8197718631178708,0.8227374719521316,0.002965608834260891
0.8666666666666667,0.14711111111111114,3,5,0.7350667603654252,0.6990291262135923,-0.03603763415183292,0.7465648854961832,0.7240031274433151,-0.022561758052868086,0.7616050354051928,0.7692307692307693,0.0076257338255765195
0.8666666666666667,0.14711111111111114,4,5,0.7545731707317073,0.774247491638796,0.01967432090708876,0.7928902627511591,0.7993579454253612,0.006467682674202058,0.8100470957613815,0.805379746835443,-0.004667348925938453
0.9333333333333333,0.1568888888888889,0,5,0.6127167630057804,0.7195546276965901,0.10683786469080969,0.6827880512091038,0.6972111553784861,0.014423104169382306,0.7344947735191638,0.7360809833694866,0.0015862098503227617
0.9333333333333333,0.1568888888888889,1,5,0.6349960411718132,0.6947524020694752,0.05975636089766201,0.6628664495114006,0.7384393063583815,0.0755728568469809,0.6540362438220758,0.7139622641509434,0.059926020328867624
0.9333333333333333,0.1568888888888889,2,5,0.755117513267627,0.7791842475386779,0.024066734271050882,0.8014388489208633,0.819047619047619,0.01760877012675577,0.811046511627907,0.8502556610664719,0.039209149438564905
0.9333333333333333,0.1568888888888889,3,5,0.678763440860215,0.7223880597014926,0.04362461884127755,0.7724945135332846,0.7763347763347763,0.003840262801491745,0.7705041384499624,0.8051209103840683,0.03461677193410595
0.9333333333333333,0.1568888888888889,4,5,0.7702060221870047,0.7867494824016563,0.016543460214651584,0.7911921032649962,0.8014184397163121,0.010226336451315876,0.8005908419497785,0.8206599713055954,0.02006912935581695
1.0,0.16666666666666669,0,0,0.8117816091954023,0.8029689608636977,-0.008812648331704587,0.835357624831309,0.8178191489361702,-0.017538475895138794,0.8510919920582396,0.8377850162866449,-0.013306975771594676
1.0,0.16666666666666669,1,0,0.803921568627451,0.8125915080527086,0.008669939425257622,0.8285163776493256,0.8647178789938818,0.03620150134455613,0.8655126498002663,0.8684034736138945,0.0028908238136281517
1.0,0.16666666666666669,2,0,0.6996655518394649,0.7534246575342466,0.053759105694781706,0.7900894700619409,0.7824897400820794,-0.007599729979861469,0.7762430939226519,0.7991718426501035,0.022928748727451653
1.0,0.16666666666666669,3,0,0.696165191740413,0.7216367017978921,0.025471510057479052,0.7258297258297258,0.7390745501285347,0.01324482429880891,0.7691187181354697,0.7679158448389217,-0.0012028732965480016
1.0,0.16666666666666669,4,0,0.7326460481099656,0.788659793814433,0.05601374570446738,0.7892030848329049,0.8117263843648208,0.022523299531915897,0.8023637557452397,0.8118421052631579,0.00947834951791826
